Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2013-01-02,16.66901397705078,16.85026872180012,16.444345067820528,16.814442915480573,560518000
2013-01-03,16.458620071411133,16.6884517464194,16.42522317550549,16.63410578535374,352965200
2013-01-04,16.000173568725586,16.353270763214542,15.96465095355954,16.30287139096668,594333600
2013-01-07,15.906044006347656,16.069991429305063,15.641904329657915,15.848357901171658,484156400
2013-01-08,15.948861122131348,16.14863608421383,15.825597272442428,16.067268744859057,458707200
2013-01-09,15.699594497680664,15.939748218758412,15.665892780099925,15.863541963065499,407604400
2013-01-10,15.894207000732422,16.05238535437395,15.651622755203695,16.047224297937095,601146000
2013-01-11,15.796749114990234,15.949159998203422,15.757886342254364,15.818001383108102,350506800
2013-01-14,15.233558654785156,15.408133098543127,15.135188859734642,15.261792867899393,734207600
2013-01-15,14.752945899963379,15.149762002461514,14.675828380039734,15.12881294004875,876772400
2013-01-16,15.365317344665527,15.467027273183774,14.952715019223552,15.017686273459717,690804800
2013-01-17,15.261785507202148,15.506798624849445,15.242052537129302,15.493439550040064,453678400
2013-01-18,15.180423736572266,15.247823926427802,15.071123808791956,15.135488655224437,472922800
2013-01-22,15.32524299621582,15.419664542467835,15.078105750382022,15.318867478556367,461546400
2013-01-23,15.60577392578125,15.63552741639164,15.325239856137852,15.447897202416002,861509600
2013-01-24,13.677560806274414,14.139956087473134,13.669969205655242,13.965988122152284,1460852400
2013-01-25,13.355128288269043,13.851527701216584,13.206967219115894,13.713690366165366,1208026400
2013-01-28,13.657217979431152,13.759837544760067,13.233077431502315,13.292888444728472,785517600
2013-01-29,13.913463592529297,13.972060958003096,13.726744584850588,13.920447151927611,571158000
2013-01-30,13.869745254516602,14.044927696285958,13.799004891418209,13.874906311079867,417155200
2013-01-31,13.829061508178711,13.944128909252994,13.813578338592453,13.874299798204532,319334400
2013-02-01,13.772284507751465,13.9501990540459,13.612283672951667,13.938965691153534,539484400
2013-02-04,13.429207801818848,13.842722207698909,13.419492109964668,13.78108950358189,477117200
2013-02-05,13.900407791137695,13.958093898616124,13.426171139844,13.481731534448823,573347600
2013-02-06,13.885529518127441,14.16332983918221,13.740707034626992,13.85881136947578,593706400
2013-02-07,14.298406600952148,14.352762673682069,13.867822807440936,14.14663395597873,704580800
2013-02-08,14.504836082458496,14.621795612752871,14.299315771099561,14.474909185980747,633158400
2013-02-11,14.656003952026367,14.80899977772854,14.452013323176848,14.551259765249528,517490400
2013-02-12,14.288631439208984,14.730818956936309,14.283745281163785,14.643174720170945,609053200
2013-02-13,14.261453628540039,14.463919332283862,14.145715605503211,14.26756132654011,475207600
2013-02-14,14.248626708984375,14.402842396990858,14.17014483694419,14.185413264815853,355275200
2013-02-15,14.052271842956543,14.357650253513818,14.044942604537328,14.317644419418723,391745200
2013-02-19,14.047075271606445,14.130749905450884,13.859574680957644,14.080973397838399,435783600
2013-02-20,13.706887245178223,13.976840964301177,13.705359097558116,13.976840964301177,476302400
2013-02-21,13.621686935424805,13.716660418958709,13.522744671244203,13.6198546259707,447182400
2013-02-22,13.766742706298828,13.790866892330566,13.63817850625996,13.719104288641509,330654800
2013-02-25,13.522134780883789,13.898360020657059,13.515110520219626,13.85957736019878,372579200
2013-02-26,13.710551261901855,13.789033136550902,13.365168713300346,13.55328090455684,501499600
2013-02-27,13.57618522644043,13.816517839151501,13.456477609014064,13.694060534491065,587350400
2013-02-28,13.47938060760498,13.67695932812683,13.47938060760498,13.5603055636486,322515200
2013-03-01,13.145601272583008,13.381047693799506,13.130637822512101,13.375549950999613,552448400
2013-03-04,12.827401161193848,13.076283769689068,12.795336150443056,13.064068372175035,582755600
2013-03-05,13.166064262390137,13.289742305969114,12.848777064317982,12.871069756663564,638433600
2013-03-06,12.998716354370117,13.291574365258024,12.961154418413662,13.268975882068451,460250000
2013-03-07,13.148959159851074,13.192628782982345,12.858239324169267,12.963289259744974,468473600
2013-03-08,13.183775901794434,13.297070851769005,13.088803231365684,13.125143628711346,391482000
2013-03-11,13.371581077575684,13.406394952691121,12.982834700979224,13.123614271723945,474236000
2013-03-12,13.083303451538086,13.402423688482683,13.057041169885531,13.30225990402549,465911600
2013-03-13,13.080864906311035,13.268672169189468,12.989557658581765,13.083919571316518,405549200
2013-03-14,13.207594871520996,13.272944792107168,13.14499137634703,13.217671349792562,303875600
2013-03-15,13.548395156860352,13.565801686578205,13.35264712637357,13.373413297356183,643960800
2013-03-18,13.9166841506958,13.969818682728555,13.473275013077727,13.480909228683783,606197200
2013-03-19,13.879120826721191,14.07700533936973,13.696198134808943,14.032113353585219,526775200
2013-03-20,13.805521965026855,13.975007703444643,13.729483175665692,13.968595029290386,308660800
2013-03-21,13.825369834899902,13.985693192179893,13.745056483161896,13.748721100917106,383255600
2013-03-22,14.105711936950684,14.111513027098296,13.836979738423029,13.881870097240295,395105200
2013-03-25,14.15671157836914,14.3512381192421,14.101743919044699,14.19060808416665,501135600
2013-03-26,14.082197189331055,14.225724015221381,14.06356911813829,14.213508619210717,294294000
2013-03-27,13.805521965026855,13.949660353061766,13.764296233269144,13.939278083563801,331237200
2013-03-28,13.51785945892334,13.79758551471335,13.486100243525293,13.736510163213033,442839600
2013-04-01,13.097960472106934,13.549614422084202,13.062231671789435,13.494645970626888,389732000
2013-04-02,13.124834060668945,13.379824276784724,13.021310642355717,13.057956821800051,529519200
2013-04-03,13.192018508911133,13.353563431134184,13.140714667625845,13.173084647498065,363216000
2013-04-04,13.06162166595459,13.283936946298898,12.986193645866676,13.246070855413565,358447600
2013-04-05,12.923590660095215,12.97703178153918,12.816096832107753,12.96328905662928,383695200
2013-04-08,13.01551342010498,13.054906854007523,12.901913484752077,12.973981883909023,300829200
2013-04-09,13.039024353027344,13.085441221046896,12.909849410773429,13.020091307075374,306614000
2013-04-10,13.305008888244629,13.346846207889268,13.0094028564016,13.073227071332918,375928000
2013-04-11,13.263476371765137,13.375243957664066,13.167892143225599,13.244847489427373,328364400
2013-04-12,13.125142097473145,13.257980851162166,13.103460178651284,13.257980851162166,238613200
2013-04-15,12.821288108825684,13.066811788208105,12.81212656451562,13.039632947811626,317520000
2013-04-16,13.016427993774414,13.027726011603884,12.84327842958416,12.873816103326186,305771200
2013-04-17,12.300621032714844,12.844194712179995,12.157399191049814,12.834116603243682,945056000
2013-04-18,11.972341537475586,12.391930608757502,11.901798848065875,12.367500631968934,666299200
2013-04-19,11.925922393798828,12.202900351151024,11.760101265779465,11.847745499069463,609274400
2013-04-22,12.174498558044434,12.28229818722205,11.94852029199483,11.99035597794329,429920400
2013-04-23,12.402314186096191,12.471023753359399,12.178776505532516,12.336962629727715,664238400
2013-04-24,12.381853103637695,12.68081800691449,11.98608322001957,12.01784325147613,969651200
2013-04-25,12.471020698547363,12.640810592475988,12.428878406043719,12.558053339393222,384837600
2013-04-26,12.740367889404297,12.78831210227526,12.467054481326045,12.514693716977623,764097600
2013-04-29,13.134918212890625,13.241800505787168,12.825875147585373,12.839617063478109,640326400
2013-04-30,13.52152156829834,13.596950408934315,13.194462115300755,13.286991693417562,691538400
2013-05-01,13.414945602416992,13.587178600386803,13.265311085945655,13.5728259185099,506909200
2013-05-02,13.60519790649414,13.698947404914062,13.45586753867429,13.4909855803641,421828400
2013-05-03,13.741393089294434,13.840641123720724,13.716045739839936,13.782007234415095,361300800
2013-05-06,14.069064140319824,14.114564443040639,13.87362110374299,13.916373350616478,496641600
2013-05-07,14.006461143493652,14.222973703037686,13.8549935187726,14.199154500041681,483753200
2013-05-08,14.164643287658691,14.211366751934795,13.919425421707826,14.018061852976587,472598000
2013-05-09,14.041072845458984,14.232582421095444,14.004492733638287,14.134522702077309,398487600
2013-05-10,13.924261093139648,14.131448787801938,13.847718994030789,14.07796092466137,334852000
2013-05-13,13.978669166564941,14.07580788809213,13.879072837024802,13.879379832815331,316948800
2013-05-14,13.644219398498535,13.992809813858603,13.591653349775768,13.951311208958025,447118000
2013-05-15,13.182814598083496,13.556305395171528,12.983313276595824,13.499744286654428,741613600
2013-05-16,13.358955383300781,13.459475180551305,12.87695384821474,13.010364884784778,603204000
2013-05-17,13.318374633789062,13.528328537455751,13.249210296266074,13.496359115980463,427904400
2013-05-20,13.61563491821289,13.703858468906532,13.22124127785128,13.27688058354511,451578400
2013-05-21,13.515113830566406,13.694020165186757,13.347274121029107,13.468696717734746,456022000
2013-05-22,13.567062377929688,13.78224262053611,13.470846286387394,13.65006041287471,443038400
2013-05-23,13.591350555419922,13.714925421006619,13.396152076641027,13.401070577262733,353021200
2013-05-24,13.683876991271973,13.699554300659132,13.536633081372084,13.551695578217698,276166800
2013-05-28,13.569829940795898,13.867084797309964,13.551694203926235,13.829890694429626,386145200
2013-05-29,13.677728652954102,13.756116019514263,13.507121869131074,13.52556624509035,330576400
2013-05-30,13.881532669067383,13.971293645255107,13.66420098220917,13.69924447108369,353519600
2013-05-31,13.824664115905762,14.051217161255353,13.817593362526628,13.909811943805051,384302800
2013-06-03,13.85509967803955,13.905512668715136,13.601802636948259,13.855406673912169,372352400
2013-06-04,13.811756134033203,13.969144877443629,13.752735765676592,13.931949125284977,292728800
2013-06-05,13.682645797729492,13.855097002064452,13.639609745599085,13.699244913603936,290589600
2013-06-06,13.478227615356445,13.740746842303762,13.342665134647696,13.693714910985754,416934000
2013-06-07,13.581208229064941,13.625166102512283,13.303318655664576,13.417979163402201,404535600
2013-06-10,13.491445541381836,13.804684751186365,13.427199679228252,13.670966709554978,450153200
2013-06-11,13.451790809631348,13.610409174213535,13.320224198964905,13.394615701388624,286112400
